,Unnamed: 0,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Y,Sex_F,Sex_I,Sex_M
3207,3207,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15,False,True,False
3208,3208,0.32,0.25,0.08,0.1565,0.057,0.034,0.06,9,False,True,False
3209,3209,0.43,0.34,0.125,0.384,0.1375,0.061,0.146,14,False,True,False
3210,3210,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12,False,False,True
3211,3211,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10,True,False,False
3212,3212,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,14,True,False,False
3213,3213,0.555,0.42,0.14,0.868,0.33,0.243,0.21,13,True,False,False
3214,3214,0.57,0.495,0.16,1.0915,0.452,0.275,0.315,14,True,False,False
3215,3215,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11,True,False,False
3216,3216,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16,False,False,True
3217,3217,0.425,0.34,0.12,0.388,0.149,0.087,0.125,10,False,False,True
3218,3218,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14,True,False,False
3219,3219,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,16,False,False,True
3220,3220,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11,False,False,True
3221,3221,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9,False,False,True
3223,3223,0.52,0.415,0.175,0.753,0.258,0.171,0.255,8,False,False,True
3224,3224,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16,False,False,True
3225,3225,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,9,False,True,False
3226,3226,0.42,0.32,0.13,0.4135,0.1645,0.106,0.119,10,True,False,False
3227,3227,0.45,0.35,0.135,0.56,0.231,0.137,0.145,13,True,False,False
3228,3228,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,9,False,True,False
3229,3229,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,12,True,False,False
3230,3230,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11,False,False,True
3231,3231,0.41,0.325,0.12,0.3745,0.158,0.081,0.125,12,False,False,True
3232,3232,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13,False,False,True
3233,3233,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12,True,False,False
3234,3234,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13,True,False,False
3235,3235,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14,False,False,True
3236,3236,0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,8,False,True,False
3238,3238,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,14,False,False,True
3239,3239,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15,True,False,False
3240,3240,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,15,False,False,True
3241,3241,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14,False,False,True
3242,3242,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,15,False,False,True
3243,3243,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14,True,False,False
3245,3245,0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13,True,False,False
3246,3246,0.55,0.435,0.16,0.906,0.342,0.219,0.295,13,False,False,True
3247,3247,0.61,0.495,0.19,1.213,0.464,0.306,0.365,15,True,False,False
3248,3248,0.595,0.5,0.165,1.06,0.402,0.28,0.275,11,False,False,True
3249,3249,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6,False,False,True
3250,3250,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9,True,False,False
3251,3251,0.455,0.375,0.125,0.533,0.233,0.106,0.185,8,False,True,False
3252,3252,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12,False,False,True
3253,3253,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,6,False,True,False
3254,3254,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,7,True,False,False
3255,3255,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,5,False,True,False
3256,3256,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,12,True,False,False
3257,3257,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9,False,False,True
3258,3258,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7,False,False,True
3260,3260,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13,True,False,False
3261,3261,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12,True,False,False
3262,3262,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14,True,False,False
3264,3264,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12,True,False,False
3265,3265,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14,False,False,True
3266,3266,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11,True,False,False
3267,3267,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10,True,False,False
3268,3268,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11,False,False,True
3269,3269,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,12,True,False,False
3270,3270,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13,True,False,False
3272,3272,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,11,False,False,True
3273,3273,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13,True,False,False
3275,3275,0.46,0.355,0.11,0.415,0.215,0.082,0.13,12,False,False,True
3276,3276,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12,False,False,True
3277,3277,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15,True,False,False
3278,3278,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,12,False,False,True
3281,3281,0.55,0.45,0.17,0.81,0.317,0.157,0.22,11,False,False,True
3282,3282,0.58,0.475,0.165,1.0385,0.414,0.26,0.305,13,True,False,False
3283,3283,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11,True,False,False
3284,3284,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11,False,False,True
3285,3285,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13,True,False,False
3286,3286,0.62,0.51,0.175,1.1255,0.4985,0.227,0.315,14,True,False,False
3287,3287,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,12,False,False,True
3288,3288,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,15,True,False,False
3289,3289,0.535,0.42,0.16,0.72,0.275,0.164,0.225,15,False,False,True
3290,3290,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12,True,False,False
3291,3291,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9,False,False,True
3292,3292,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11,True,False,False
3293,3293,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13,False,False,True
3294,3294,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14,True,False,False
3295,3295,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14,False,False,True
3296,3296,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14,True,False,False
3298,3298,0.62,0.5,0.175,1.146,0.477,0.23,0.39,13,True,False,False
3299,3299,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16,False,False,True
3300,3300,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16,True,False,False
3301,3301,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11,True,False,False
3302,3302,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15,True,False,False
3303,3303,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12,True,False,False
3304,3304,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16,True,False,False
3305,3305,0.6,0.445,0.175,1.057,0.383,0.216,0.355,16,False,True,False
3306,3306,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,10,False,True,False
3307,3307,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9,True,False,False
3308,3308,0.275,0.2,0.08,0.099,0.037,0.024,0.03,5,False,False,True
3309,3309,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,9,False,True,False
3310,3310,0.62,0.485,0.165,1.166,0.483,0.238,0.355,13,True,False,False
3311,3311,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12,True,False,False
3313,3313,0.4,0.31,0.11,0.314,0.138,0.057,0.1,11,False,False,True
3314,3314,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11,False,True,False
3315,3315,0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,9,False,False,True
3316,3316,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16,False,False,True
3317,3317,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7,False,False,True
3320,3320,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16,True,False,False
3321,3321,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11,False,True,False
3322,3322,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15,True,False,False
3323,3323,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12,True,False,False
3324,3324,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12,False,True,False
3325,3325,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10,False,False,True
3326,3326,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12,False,True,False
3327,3327,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16,False,True,False
3328,3328,0.575,0.475,0.17,0.967,0.3775,0.284,0.275,13,False,True,False
3329,3329,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10,True,False,False
3330,3330,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10,True,False,False
3331,3331,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11,True,False,False
3332,3332,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13,False,True,False
3333,3333,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12,False,True,False
3334,3334,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8,False,True,False
3335,3335,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12,True,False,False
3336,3336,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11,True,False,False
3337,3337,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15,False,True,False
3338,3338,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16,True,False,False
3339,3339,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12,True,False,False
3341,3341,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12,True,False,False
3342,3342,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,14,False,False,True
3343,3343,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13,True,False,False
3344,3344,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13,False,True,False
3345,3345,0.48,0.38,0.145,0.59,0.232,0.141,0.23,12,True,False,False
3346,3346,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14,False,True,False
3347,3347,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11,False,False,True
3348,3348,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13,False,True,False
3349,3349,0.47,0.375,0.105,0.468,0.1665,0.108,0.17,10,False,True,False
3350,3350,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11,False,True,False
3351,3351,0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13,True,False,False
3352,3352,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15,True,False,False
3353,3353,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8,False,True,False
3354,3354,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10,True,False,False
3355,3355,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,10,False,True,False
3356,3356,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6,False,True,False
3357,3357,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8,False,True,False
3358,3358,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5,False,False,True
3361,3361,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9,False,False,True
3362,3362,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9,False,False,True
3363,3363,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10,False,True,False
3364,3364,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11,False,False,True
3365,3365,0.44,0.31,0.115,0.3625,0.134,0.082,0.12,11,False,True,False
3366,3366,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5,False,False,True
3368,3368,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13,False,True,False
3370,3370,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12,False,False,True
3371,3371,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10,False,False,True
3372,3372,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16,False,True,False
3374,3374,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10,True,False,False
3375,3375,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10,True,False,False
3376,3376,0.31,0.235,0.09,0.127,0.048,0.031,0.04,6,False,True,False
3377,3377,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5,False,True,False
3378,3378,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8,False,False,True
3379,3379,0.295,0.21,0.08,0.1,0.038,0.026,0.031,8,False,True,False
3380,3380,0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5,False,True,False
3382,3382,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15,False,False,True
3383,3383,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14,False,False,True
3384,3384,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7,True,False,False
3385,3385,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13,True,False,False
3386,3386,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13,False,False,True
3388,3388,0.74,0.535,0.185,1.65,0.734,0.4505,0.335,13,False,False,True
3389,3389,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,16,False,False,True
3390,3390,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10,False,False,True
3391,3391,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13,False,False,True
3393,3393,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10,False,False,True
3394,3394,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13,False,False,True
3395,3395,0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13,True,False,False
3397,3397,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12,True,False,False
3398,3398,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9,False,False,True
3399,3399,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8,True,False,False
3400,3400,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10,False,False,True
3402,3402,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13,False,False,True
3403,3403,0.35,0.265,0.11,0.209,0.066,0.059,0.075,9,False,True,False
3404,3404,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8,False,False,True
3405,3405,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7,False,True,False
3406,3406,0.35,0.28,0.075,0.196,0.082,0.04,0.064,8,False,True,False
3407,3407,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,6,False,True,False
3408,3408,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7,False,True,False
3409,3409,0.395,0.31,0.095,0.313,0.131,0.072,0.093,7,False,True,False
3410,3410,0.415,0.31,0.105,0.3595,0.167,0.083,0.0915,6,False,True,False
3411,3411,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7,False,True,False
3412,3412,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8,False,True,False
3413,3413,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9,False,False,True
3414,3414,0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7,True,False,False
3415,3415,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9,True,False,False
3416,3416,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,False,False,True
3417,3417,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9,False,False,True
3418,3418,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8,True,False,False
3419,3419,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8,False,False,True
3420,3420,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10,True,False,False
3421,3421,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11,False,False,True
3422,3422,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9,False,False,True
3423,3423,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11,True,False,False
3424,3424,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10,False,False,True
3425,3425,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10,True,False,False
3426,3426,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13,False,False,True
3427,3427,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13,False,False,True
3429,3429,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6,False,True,False
3430,3430,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6,False,True,False
3431,3431,0.35,0.265,0.095,0.199,0.073,0.049,0.06,5,False,True,False
3432,3432,0.36,0.27,0.09,0.219,0.097,0.0405,0.065,6,False,True,False
3433,3433,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,6,False,True,False
3434,3434,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6,False,True,False
3435,3435,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7,False,True,False
3436,3436,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6,False,True,False
3437,3437,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8,False,True,False
3438,3438,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6,False,True,False
3439,3439,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8,False,True,False
3440,3440,0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7,False,True,False
3441,3441,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7,True,False,False
3442,3442,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8,False,False,True
3443,3443,0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7,False,True,False
3444,3444,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9,True,False,False
3445,3445,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8,False,True,False
3446,3446,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8,False,True,False
3447,3447,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8,True,False,False
3448,3448,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7,False,False,True
3449,3449,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7,False,False,True
3450,3450,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7,True,False,False
3451,3451,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8,False,False,True
3452,3452,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8,True,False,False
3453,3453,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8,True,False,False
3454,3454,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8,True,False,False
3455,3455,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9,False,False,True
3456,3456,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12,True,False,False
3457,3457,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10,True,False,False
3458,3458,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8,True,False,False
3459,3459,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8,False,False,True
3460,3460,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9,False,False,True
3461,3461,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11,True,False,False
3462,3462,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10,True,False,False
3463,3463,0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11,False,False,True
3464,3464,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,10,False,False,True
3465,3465,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9,True,False,False
3466,3466,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9,False,False,True
3467,3467,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10,False,False,True
3468,3468,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11,True,False,False
3469,3469,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10,True,False,False
3470,3470,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11,False,False,True
3471,3471,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9,True,False,False
3474,3474,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6,False,True,False
3475,3475,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,6,False,True,False
3476,3476,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7,False,True,False
3477,3477,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6,False,True,False
3478,3478,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7,False,True,False
3479,3479,0.44,0.33,0.11,0.38,0.197,0.079,0.09,7,False,True,False
3480,3480,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8,False,True,False
3481,3481,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6,False,True,False
3482,3482,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7,False,True,False
3483,3483,0.47,0.355,0.115,0.4155,0.167,0.084,0.139,7,False,True,False
3484,3484,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8,False,True,False
3485,3485,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7,False,True,False
3486,3486,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8,True,False,False
3487,3487,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8,False,True,False
3488,3488,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,8,False,True,False
3489,3489,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8,True,False,False
3490,3490,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10,False,False,True
3491,3491,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8,False,False,True
3492,3492,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8,False,False,True
3493,3493,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,8,False,False,True
3494,3494,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9,True,False,False
3495,3495,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8,False,False,True
3496,3496,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8,False,False,True
3497,3497,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9,True,False,False
3498,3498,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10,False,False,True
3499,3499,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9,True,False,False
3500,3500,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8,False,False,True
3501,3501,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12,False,False,True
3502,3502,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10,False,False,True
3503,3503,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11,True,False,False
3504,3504,0.62,0.51,0.18,1.233,0.592,0.274,0.322,10,True,False,False
3505,3505,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,10,False,False,True
3506,3506,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9,False,False,True
3507,3507,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11,True,False,False
3508,3508,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9,True,False,False
3509,3509,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10,True,False,False
3510,3510,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9,False,False,True
3511,3511,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11,False,False,True
3512,3512,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11,True,False,False
3513,3513,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9,True,False,False
3514,3514,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10,False,False,True
3515,3515,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12,True,False,False
3516,3516,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11,True,False,False
3517,3517,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11,True,False,False
3518,3518,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11,False,False,True
3519,3519,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,10,False,False,True
3520,3520,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11,True,False,False
3524,3524,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6,False,True,False
3525,3525,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,6,False,True,False
3526,3526,0.335,0.26,0.085,0.192,0.097,0.03,0.054,6,False,True,False
3527,3527,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575,7,False,True,False
3528,3528,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,6,False,True,False
3529,3529,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,6,False,True,False
3530,3530,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7,False,True,False
3531,3531,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7,False,True,False
3532,3532,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7,False,True,False
3533,3533,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6,False,True,False
3534,3534,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6,False,True,False
3535,3535,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9,False,True,False
3536,3536,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8,False,True,False
3537,3537,0.43,0.325,0.105,0.309,0.119,0.08,0.098,6,False,True,False
3538,3538,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7,False,False,True
3539,3539,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8,False,True,False
3540,3540,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8,False,True,False
3541,3541,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8,False,True,False
3542,3542,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8,False,True,False
3543,3543,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8,False,True,False
3544,3544,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9,False,True,False
3545,3545,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8,False,True,False
3546,3546,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7,False,True,False
3547,3547,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9,False,True,False
3548,3548,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7,True,False,False
3549,3549,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9,False,True,False
3550,3550,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8,False,False,True
3551,3551,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9,False,True,False
3552,3552,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8,False,True,False
3553,3553,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9,False,True,False
3554,3554,0.53,0.42,0.13,0.658,0.296,0.1245,0.198,8,False,True,False
3555,3555,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8,False,False,True
